page_name,page_created,total_interactions,likes,comments,shares,message
Palisades Charter High School,2009-08-05T17:35:12Z,0,0,0,0,"Happy 2nd Day of School! Don't forget, Pali Football's first game of the season is tomorrow vs. the Hollywood Sheiks!"
"School District of Janesville, WI",2009-01-28T16:28:11Z,1,1,0,0,"The Dollar General Literacy Foundation has awarded Washington Elementary School a $3,000 grant to improve literacy. Dollar General Youth Literacy Grants help schools, libraries and nonprofit organizations start or expand literacy programs. Washington Elementary is one of 1,101 organizations to receive a grant from the foundation in 2009. Congratulations Mr. Garner and the staff at Washington Elementary!"
Pace Center for Girls,2009-03-07T01:46:10Z,0,0,0,0,A Pivotal Moment: Sustaining the Success and Enhancing the Future of the Juvenile Justice and Delinquency Prevention Act
Facing History and Ourselves,2008-04-29T21:00:52Z,3,3,0,0,Check out our new publication geared toward UK educators
Clearwater Schools USD # 264,2009-04-22T15:54:39Z,7,3,4,0,"Looks like it's going to be a good day for sports! The MS Cross Country will be taking their running shoes to Hutchinson, the meet starts 2 pm @ Carey park. MS V/JV Volleyball will be spiking @ Home 4 PM. The HS freshmen/ JV VB team is going to bring thier A game @ Andover Central 5 PM. MS football (7th/8th) will show off their talent to Conway @5 PM. Come out and support your fellow Indians - GO INDIANS!"
Pace Center for Girls,2009-03-07T01:46:10Z,2,1,1,0,Missouri's New Take on Juvenile Justice: Amid Calls for National Reform A Different Approach Yields Surprising Results
Spectrum Academy Charter School,2009-07-07T04:04:33Z,8,2,6,0,"Happy Birrthday to our awesome Principal, Dr. Jamie. Your staff and students love you!"
CHANNELLOCK®,2009-03-12T18:45:40Z,1,1,0,0,A nice review of our pliers on www.eopinions.com. Thanks for using our tools for more than 40 years!
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,What's X-Period? It's the time between 12:05 and 12:55 pm every Tuesday and Thursday when there are no classes! Lots of meetings today!
Duval County Public Schools,2009-05-21T17:55:27Z,2,2,0,0,"Students in Duval County are taking a new reading comprehension assessment that takes the place of the previous assessments, therefore reducing the amount of testing and increasing the amount of instruction. To find out more about the Florida Assessments for Instruction in Reading (FAIR), follow the link below."
Chapel Hill-Carrboro City Schools,2009-07-27T14:48:50Z,0,0,0,0,"The Chapel Hill-Carrboro City Schools Community Connection Program, in conjunction with Kramden Institute, Inc., is sponsoring a Computer Award Day for economically disadvantaged students in the district. The Award Day will be held at Chapel Hill High School on Tuesday, September 15, from 5-8 pm. Volunteers are needed. Contact Renny Johnson at 259-1884 or rjohnson@chccs.k12.nc.us to help."
Bethel Hill Charter School,2009-07-31T15:37:33Z,0,0,0,0,"the book fair starts today. It will be open each day from 8:00 - 3:30. The book fair will be open until Wednesday, Sept. 16th at 3:30. Come by our library and ""check it out""."
Arkadelphia Public Schools,2009-09-10T04:10:27Z,0,0,0,0,"Welcome to the Arkadelphia Public Schools Facebook page. We will post information, announcements and good news about our schools and district. We invite and encourage all parents, teachers and stakeholders to become a fan!"
Enid Public Schools,2009-05-20T04:33:43Z,2,2,0,0,"See you at the Great Land Run this weekend -- join the 5K, 10K or FREE fun run! Saturday at 7:30 a.m. in front of the Cherokee Strip Conference Center. Volunteers still needed for the fun run - help point children in the right direction and hand out prize ribbons! Proceeds benefit EPS technology - SMARTBoards, laptops, responder systems and more. Call 234-5270 for more information."
Clearfield High School,2009-01-21T23:25:16Z,4,2,2,0,"wow, what a surprise! Juniors win the powder puff football game! Congrats!"
Clearfield High School,2009-01-21T23:25:16Z,5,0,5,0,"had a lot of fun at street painting! And powder puff is.. RIGHT NOW! Ha ha, who will win?? Juniors?? Seniors??"
San Francisco Unified School District,2009-06-18T18:24:09Z,0,0,0,0,Check out http://YourSFPublicSchools.org and join the conversation to strengthen our public schools!
Bethel School District,2009-08-07T03:22:47Z,7,3,4,0,"The 2009-10 school year is underway in Bethel School District. The first day of school saw teachers and administrators dressed in blue, showing their True Blue commitment to students as they worked for free. For more about Bethel's True Blue opening to the school year, click on the following links from the Register-Guard, KMTR-TV and KVAL-TV."
Bethel School District,2009-08-07T03:22:47Z,1,1,0,0,NA
Bethel School District,2009-08-07T03:22:47Z,0,0,0,0,NA
State of Delaware - Government,2009-02-27T02:46:45Z,0,0,0,0,Inmate Death - John M. Whitten
Ozarks Technical Community College,2008-09-10T14:47:44Z,0,0,0,0,See what's happening on the OTC Campus! http://www.otc.edu/news/videos/Sept.09Newsletter.wmv:=:https://news.otc.edu/
Springdale School District,2009-08-24T16:50:44Z,0,0,0,0,Calling all flapjack fans! The SHS Pom Squad is hosting an All-You-Can-Eat Pancake Breakfast at El Chico this coming Saturday from 8-10 a.m. The cost is $5 per person. Come on out and show your support!
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,Check out tomorrow's meetings on the left here: http://thecampuslink.blogspot.com/
Corpus Christi Independent School District,2009-07-17T16:29:42Z,0,0,0,0,"Join CCISD Superintendent Scott Elliff for ""Coffee with the Superintendent"" on Thursday, September 10, at 9 a.m., at the Luby's on Saratoga. Coffee and doughnuts will be served."
CHANNELLOCK®,2009-03-12T18:45:40Z,1,1,0,0,"Tune in to HGTV's Carter Can this season and you might just catch a glimpse of our signature blue handles. Channellock recently outfitted the show's construction team with an arsenal of essential, quality hand tools to help them conquer challenging renovation projects for homeowners across the country."
Escondido Charter High School,2009-08-03T21:13:44Z,0,0,0,0,"School pictures for individual TCP students and the school's yearbook will be taken tomorrow, September 10, in the theater. Purchase forms were distributed to students last week. Extra purchase forms are available in the main office."
Springdale School District,2009-08-24T16:50:44Z,1,1,0,0,NA
"School District of Janesville, WI",2009-01-28T16:28:11Z,3,3,0,0,"""Life may change us, but we start and end with family."" - Dove Dark chocolate wrapper"
San Diego Unified School District,2009-06-05T23:27:03Z,1,1,0,0,Board President Shelia Jackson on KUSI
Salem-Keizer Public Schools,2009-03-23T15:25:28Z,0,0,0,0,Video: Students chat with Superintendent. Very cool ... http://www.salkeiz.k12.or.us/inside24j/september-9-2009/video-students-chat-sandy-about-new-school-year:=:https://salkeiz.k12.or.us/inside24j/september-9-2009/video-students-chat-sandy-about-new-school-year
Palisades Charter High School,2009-08-05T17:35:12Z,0,0,0,0,"Pali High's Facebook page just acquired its 909th fan today, 9/09/09!"
Clearwater Schools USD # 264,2009-04-22T15:54:39Z,0,0,0,0,"Events for Thursday: The MS Cross Country will be taking their running shoes to Hutchinson tomorrow, the meet starts 2 pm @ Carey park. MS V/JV Volleyball will be spiking @ Home 4 PM. The HS freshmen/ JV VB team is going to bring thier A game @ Andover Central 5 PM. MS football (7th/8th) will show off their talent to Conway @5 PM. Come out and support your fellow Indians - GO INDIANS!"
Georgia Department of Education,2009-05-07T19:50:06Z,1,0,1,0,Superintendent Cox Launches New Teacher Tools that save time and money: http://tinyurl.com/TechnologyTools:=:https://www.gadoe.org/pea_communications.aspx?ViewMode=1&obj=1861
Springdale School District,2009-08-24T16:50:44Z,0,0,0,0,The volleyball game between Springdale's George Junior High and Fayetteville's Woodland Junior High scheduled for today (9-9-09) has been cancelled. The game will be played at a future date that has yet to be determined.
Georgia Department of Education,2009-05-07T19:50:06Z,1,0,1,0,Barrow County Educator Named National Principal of the Year. Third consecutive year for Georgia! http://tinyurl.com/NationalPrincipal:=:https://www.gadoe.org/pea_communications.aspx?ViewMode=1&obj=1862
U.S. Environmental Protection Agency,2008-12-15T05:42:30Z,2,2,0,0,Join us for Urban Waters Service Days - environmental stewardship events September 12 & 19.
Wauwatosa School District,2009-07-15T17:59:25Z,0,0,0,0,"Just got this exciting news about Tosa schools being represented on a national stage. The East High School Red Raider marching band will make its 11th consecutive appearance in the McDonald's Thanksgiving Day Parade in downtown Chicago. The parade will be broadcast nationally on WGN. Be sure to tune in on Thursday, November 26 at 8 a.m."
Greater Brunswick Charter School,2009-06-26T00:31:20Z,1,1,0,0,And we're good to go! The New Brunswick Planning Board approved our application to expand the size of the school and convert the remainder of the building. Thanks to everyone who turned out Tuesday night to support our application.
Ridgefield School District,2009-08-18T18:02:58Z,0,0,0,0,Are you looking for the 2009-2010 Annual Notifications? They're online here: http://tinyurl.com/kkejka:=:http://www.ridge.k12.wa.us/ridge/cwp/view.asp?A=3&Q=282145
Chesterfield County School District,2009-03-11T19:15:02Z,16,3,13,0,NA
Salem-Keizer Public Schools,2009-03-23T15:25:28Z,0,0,0,0,SK's Business Services gets honored for financial reporting: http://www.salemkeizer.org/content/spotlight-success-september-2009:=:https://salkeiz.k12.or.us/content/spotlight-success-september-2009
Salem-Keizer Public Schools,2009-03-23T15:25:28Z,0,0,0,0,Salem-Keizer Public Schools Students return to spruced-up schools... check it out: http://www.salemkeizer.org/content/bond-updates/students-return-spruced-schools:=:https://salkeiz.k12.or.us/content/bond-updates/students-return-spruced-schools
Pendleton School District 16R,2009-07-14T21:04:18Z,0,0,0,0,"Come help celebrate PHS fall athletics at the Buckaroo Booster Tailgater. Friday September 11th at Round-Up Stadium....hamburgers, hotdogs, snowcones, music and activities for the kids. All the action starts at 5:30 with kick-ff at 7:00. See you there!"
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,1,0,1,0,"What were YOU doing Sept. 11, 2001? Email your thoughts to baker@uaccm.edu and meet at the UC flagpole this Friday at 2:00 pm to remember."
Adlai E. Stevenson High School,2009-06-15T20:22:00Z,0,0,0,0,"Stevenson's final parent open house night is Thursday, Sept. 10. Details at www.d125.org.:=:http://www.d125.org/ Late arrival schedule on Friday, Sept. 11. Classes start at 10:30. Everyone's invited to the 9/11 remembrance ceremony at 10 a.m. at the Quest for Peace sculpture. Ceremony sponsored by Students Helping Soldiers, Diversity Council and the SHS Community Foundation."
Adlai E. Stevenson High School,2009-06-15T20:22:00Z,0,0,0,0,NA
Albuquerque Public Schools,2009-08-26T18:49:10Z,0,0,0,0,"The APS Education Foundation kicked off its Horizon Campaign to raise $1 million on Tuesday, Sept. 8, at Desert Ridge Middle School. Two businesses -- Intel and Don Chalmers Ford -- have already contributed $50,000 a piece to the campaign. And RayLee Homes announced that it will build a home, with proceeds going to the Foundation. See pictures from the kick off in Photos."
KIPP New Jersey Public Schools,2008-04-11T15:21:24Z,1,0,1,0,http://www.youtube.com/watch?v=8iGyTh5S2CA
PA Cyber Charter School,2009-06-23T16:43:03Z,0,0,0,0,Great turnout at the Philadelphia Support Center Grand Opening! Pictures coming soon. Did you go to the open house?
"School District of Janesville, WI",2009-01-28T16:28:11Z,0,0,0,0,"Craig HS Varsity Sports Schedules for the upcoming weekend and beyond.... Tuesday, September 15, 2009, Volleyball - at Memorial 6:30pm, Girls Golf - At Riverside vs. Memorial 1:00pm, Boys Soccer - at Memorial 7:00pm, Girls Tennis - at Craig vs. East 4:15pm, Cross Country - At middleton/Conference Grade Level (Pleasant View Golf Course) 4:00pm."
"School District of Janesville, WI",2009-01-28T16:28:11Z,0,0,0,0,"Craig HS Varsity Sports Schedules for the upcoming weekend.... Saturday, September 12, 2009, Volleyball - VAR at Elkhorn 9:00 am, Girls Golf - VAR at Middleton (Cardinal Invitational) Pleasant View Course 11:30 am, Boys Soccer - at Craig vs. Delavan-Darien/Stoughton, 12:00noon, Girls Swim - at Tosa East-Red Raider invitational 8:45am."
"School District of Janesville, WI",2009-01-28T16:28:11Z,0,0,0,0,"Craig HS Varsity Sports Schedules for the upcoming weekend.... Friday, September 11, 2009 Girls Swim - at Craig vs. Lafollette 5:00pm, Football - at Monterey vs. Lafollette 7:30pm."
